loan_id,borrower_id,application_date,loan_purpose,loan_amount,term_months,interest_rate,monthly_payment,dti_ratio,loan_status,days_delinquent,defaulted,application_year,application_month,risk_flag,dti_extreme,age,state,education_level,employment_status,years_employed,annual_income,credit_score,home_ownership,dependents,existing_monthly_debt,credit_score_bucket,dti_range,tenure_group,loan_amount_range,income_bracket
LN-00226,BRW-0185,2024-02-25,Education,2800.0,60,8.86,57.93,22.0,Current,0,0,2024,2,Non-Default,False,23,KY,Bachelor,Part-Time,3,32494,679,Own,2,538,650-699,20-35%,2-4 years,$0-10K,$30-50K
LN-00227,BRW-0186,2024-08-30,Auto Loan,35600.0,12,9.81,3126.66,96.8,Paid Off,0,0,2024,8,Non-Default,False,26,IL,Bachelor,Full-Time,1,67116,772,Mortgage,1,2288,750+,75%+,<2 years,$30-50K,$50-75K
LN-00228,BRW-0187,2024-06-13,Auto Loan,46900.0,24,9.25,2148.0,34.9,Paid Off,0,0,2024,6,Non-Default,False,68,NJ,Doctorate,Full-Time,32,108165,734,Mortgage,0,1002,700-749,20-35%,10+ years,$30-50K,$100K+
LN-00229,BRW-0188,2025-05-18,Major Purchase,15200.0,12,12.02,1350.64,88.0,Paid Off,0,0,2025,5,Non-Default,False,50,GA,Associate,Full-Time,27,42807,726,Mortgage,4,1787,700-749,75%+,10+ years,$10-20K,$30-50K
LN-00230,BRW-0189,2025-03-06,Home Improvement,35500.0,60,10.07,755.49,33.2,Paid Off,0,0,2025,3,Non-Default,False,42,MA,Master,Self-Employed,15,70887,616,Rent,1,1206,600-649,20-35%,10+ years,$30-50K,$50-75K
LN-00231,BRW-0190,2024-05-19,Debt Consolidation,30700.0,24,12.35,1450.18,74.9,Default,81,1,2024,5,Default,False,23,TX,High School,Full-Time,1,38494,648,Mortgage,0,954,600-649,50-75%,<2 years,$30-50K,$30-50K
LN-00232,BRW-0191,2024-05-13,Education,6300.0,24,12.83,299.01,51.9,Paid Off,0,0,2024,5,Non-Default,False,63,NC,Bachelor,Full-Time,27,41121,585,Own,2,1480,520-599,50-75%,10+ years,$0-10K,$30-50K
LN-00233,BRW-0192,2024-12-01,Vacation,8400.0,24,11.52,393.54,54.4,Current,0,0,2024,12,Non-Default,False,45,WA,High School,Full-Time,17,42175,715,Mortgage,1,1519,700-749,50-75%,10+ years,$0-10K,$30-50K
LN-00234,BRW-0193,2024-01-24,Major Purchase,44400.0,24,10.19,2052.73,74.7,Late,0,0,2024,1,Late,False,39,KY,Master,Part-Time,3,58864,595,Mortgage,4,1613,520-599,50-75%,2-4 years,$30-50K,$50-75K
LN-00235,BRW-0194,2025-03-15,Vacation,35700.0,24,6.98,1598.06,64.7,Paid Off,0,0,2025,3,Non-Default,False,45,IL,Master,Full-Time,1,98282,796,Own,2,3701,750+,50-75%,<2 years,$30-50K,$75-100K
LN-00236,BRW-0194,2025-04-09,Medical Expenses,7600.0,60,8.91,157.43,47.1,Current,0,0,2025,4,Non-Default,False,45,IL,Master,Full-Time,1,98282,796,Own,2,3701,750+,35-50%,<2 years,$0-10K,$75-100K
LN-00237,BRW-0195,2024-07-30,Auto Loan,13900.0,24,10.54,644.88,39.1,Late,30,0,2024,7,Late,False,55,WI,Bachelor,Part-Time,20,40418,697,Own,2,672,650-699,35-50%,10+ years,$10-20K,$30-50K
LN-00238,BRW-0196,2024-09-25,Major Purchase,29800.0,12,7.73,2588.54,81.9,Current,0,0,2024,9,Non-Default,False,43,CA,Bachelor,Full-Time,9,71852,823,Mortgage,1,2316,750+,75%+,5-9 years,$20-30K,$50-75K
LN-00239,BRW-0197,2025-02-11,Vacation,17500.0,36,10.71,570.53,52.0,Paid Off,0,0,2025,2,Non-Default,False,48,NC,Bachelor,Self-Employed,0,86875,850,Mortgage,4,3195,750+,50-75%,<2 years,$10-20K,$75-100K
LN-00240,BRW-0198,2024-08-28,Auto Loan,17700.0,12,11.3,1566.83,48.2,Late,0,0,2024,8,Late,False,59,WI,Bachelor,Self-Employed,33,77828,622,Mortgage,2,1557,600-649,35-50%,10+ years,$10-20K,$75-100K
LN-00241,BRW-0199,2025-01-25,Wedding,32100.0,12,10.9,2835.55,139.7,Default,131,1,2025,1,Default,True,65,AZ,Associate,Part-Time,1,33970,622,Mortgage,0,1118,600-649,75%+,<2 years,$30-50K,$30-50K
LN-00242,BRW-0200,2024-06-22,Medical Expenses,28900.0,60,11.63,637.47,74.6,Default,116,1,2024,6,Default,False,48,OH,Bachelor,Part-Time,22,38878,556,Own,2,1778,520-599,50-75%,10+ years,$20-30K,$30-50K
LN-00243,BRW-0201,2024-04-29,Medical Expenses,15500.0,48,7.34,373.62,49.7,Late,30,0,2024,4,Late,False,52,MN,Bachelor,Full-Time,21,51649,802,Mortgage,2,1766,750+,35-50%,10+ years,$10-20K,$50-75K
LN-00244,BRW-0201,2024-09-26,Auto Loan,46500.0,36,11.15,1525.66,76.5,Current,0,0,2024,9,Non-Default,False,52,MN,Bachelor,Full-Time,21,51649,802,Mortgage,2,1766,750+,75%+,10+ years,$30-50K,$50-75K
LN-00245,BRW-0202,2025-03-26,Medical Expenses,49700.0,24,11.68,2332.13,83.2,Default,68,1,2025,3,Default,False,63,GA,Master,Full-Time,17,96142,666,Mortgage,3,4335,650-699,75%+,10+ years,$30-50K,$75-100K
LN-00246,BRW-0203,2025-05-21,Medical Expenses,10100.0,48,9.1,251.82,21.8,Default,121,1,2025,5,Default,False,40,UT,Master,Self-Employed,11,96556,785,Mortgage,2,1502,750+,20-35%,10+ years,$10-20K,$75-100K
LN-00247,BRW-0204,2024-04-05,Moving,25700.0,24,8.25,1165.27,21.4,Paid Off,0,0,2024,4,Non-Default,False,29,KY,Bachelor,Full-Time,5,97749,742,Rent,0,578,700-749,20-35%,5-9 years,$20-30K,$75-100K
LN-00248,BRW-0204,2024-01-05,Moving,29000.0,60,8.7,597.78,14.4,Current,0,0,2024,1,Non-Default,False,29,KY,Bachelor,Full-Time,5,97749,742,Rent,0,578,700-749,0-20%,5-9 years,$20-30K,$75-100K
LN-00249,BRW-0205,2024-05-04,Vacation,27200.0,12,8.59,2373.51,137.4,Paid Off,0,0,2024,5,Non-Default,True,67,MO,High School,Retired,13,27294,770,Own,0,752,750+,75%+,Retired,$20-30K,<$30K
LN-00250,BRW-0206,2024-10-02,Medical Expenses,4700.0,48,11.45,122.5,22.8,Paid Off,0,0,2024,10,Non-Default,False,39,IN,High School,Part-Time,1,23680,649,Rent,0,328,600-649,20-35%,<2 years,$0-10K,<$30K
LN-00251,BRW-0206,2024-02-19,Wedding,12400.0,60,9.83,262.43,29.9,Paid Off,0,0,2024,2,Non-Default,False,39,IN,High School,Part-Time,1,23680,649,Rent,0,328,600-649,20-35%,<2 years,$10-20K,<$30K
LN-00252,BRW-0207,2024-09-02,Moving,20300.0,48,11.28,527.43,51.1,Late,15,0,2024,9,Late,False,28,UT,Bachelor,Self-Employed,0,47014,600,Rent,0,1474,600-649,50-75%,<2 years,$20-30K,$30-50K
LN-00253,BRW-0208,2025-05-17,Medical Expenses,21300.0,24,8.79,971.03,49.0,Paid Off,0,0,2025,5,Non-Default,False,52,UT,Bachelor,Full-Time,18,102097,709,Mortgage,2,3200,700-749,35-50%,10+ years,$20-30K,$100K+
LN-00254,BRW-0208,2025-05-16,Wedding,31800.0,36,10.75,1037.33,49.8,Current,0,0,2025,5,Non-Default,False,52,UT,Bachelor,Full-Time,18,102097,709,Mortgage,2,3200,700-749,35-50%,10+ years,$30-50K,$100K+
LN-00255,BRW-0209,2025-03-12,Home Improvement,40900.0,60,10.37,876.47,17.3,Default,161,1,2025,3,Default,False,36,PA,Bachelor,Self-Employed,13,100359,634,Rent,3,570,600-649,0-20%,10+ years,$30-50K,$100K+
LN-00256,BRW-0210,2025-06-23,Vacation,33100.0,24,13.1,1575.19,67.3,Current,0,0,2025,6,Non-Default,False,47,MD,Master,Full-Time,1,118864,693,Own,2,5093,650-699,50-75%,<2 years,$30-50K,$100K+
LN-00257,BRW-0211,2025-06-19,Vacation,21300.0,36,11.26,699.96,71.1,Current,0,0,2025,6,Non-Default,False,43,MA,Associate,Retired,4,32700,777,Rent,0,1238,750+,50-75%,Retired,$20-30K,$30-50K
LN-00258,BRW-0212,2024-09-16,Moving,6900.0,12,11.99,613.02,62.1,Default,179,1,2024,9,Default,False,43,KY,High School,Full-Time,0,31455,620,Rent,0,1014,600-649,50-75%,<2 years,$0-10K,$30-50K
LN-00259,BRW-0212,2024-07-05,Home Improvement,2600.0,48,10.56,66.64,41.2,Current,0,0,2024,7,Non-Default,False,43,KY,High School,Full-Time,0,31455,620,Rent,0,1014,600-649,35-50%,<2 years,$0-10K,$30-50K
LN-00260,BRW-0213,2024-09-28,Education,23800.0,48,10.65,611.09,27.8,Late,15,0,2024,9,Late,False,34,WA,High School,Contract,8,53975,748,Mortgage,2,640,700-749,20-35%,5-9 years,$20-30K,$50-75K
LN-00261,BRW-0214,2024-01-19,Home Improvement,18600.0,12,10.15,1636.53,99.8,Default,59,1,2024,1,Default,False,30,NC,Bachelor,Retired,3,24621,721,Mortgage,4,412,700-749,75%+,Retired,$10-20K,<$30K
LN-00262,BRW-0215,2024-11-06,Vacation,21400.0,60,12.71,483.74,34.4,Late,30,0,2024,11,Late,False,68,MA,Bachelor,Full-Time,3,63539,655,Rent,1,1338,650-699,20-35%,2-4 years,$20-30K,$50-75K
LN-00263,BRW-0216,2024-04-24,Major Purchase,6200.0,24,9.9,285.81,14.5,Current,0,0,2024,4,Non-Default,False,54,GA,Master,Contract,18,120652,610,Mortgage,0,1174,600-649,0-20%,10+ years,$0-10K,$100K+
LN-00264,BRW-0217,2024-07-14,Vacation,27800.0,48,10.78,715.54,38.1,Current,0,0,2024,7,Non-Default,False,31,KY,Bachelor,Retired,7,38662,806,Rent,2,512,750+,35-50%,Retired,$20-30K,$30-50K
LN-00265,BRW-0218,2025-04-27,Home Improvement,5500.0,48,11.5,143.49,36.6,Default,145,1,2025,4,Default,False,37,VA,Bachelor,Part-Time,14,49958,799,Mortgage,0,1382,750+,35-50%,10+ years,$0-10K,$30-50K
LN-00266,BRW-0219,2024-01-09,Business Loan,39400.0,48,6.77,939.28,26.5,Default,140,1,2024,1,Default,False,25,OK,Master,Contract,1,71945,809,Own,1,648,750+,20-35%,<2 years,$30-50K,$50-75K
LN-00267,BRW-0220,2024-02-07,Vacation,30600.0,60,12.03,681.14,39.4,Current,0,0,2024,2,Non-Default,False,35,IN,Master,Full-Time,1,131724,778,Mortgage,1,3643,750+,35-50%,<2 years,$30-50K,$100K+
LN-00268,BRW-0220,2024-03-03,Wedding,45400.0,48,8.19,1112.4,43.3,Current,0,0,2024,3,Non-Default,False,35,IN,Master,Full-Time,1,131724,778,Mortgage,1,3643,750+,35-50%,<2 years,$30-50K,$100K+
LN-00269,BRW-0221,2024-12-21,Major Purchase,7600.0,60,12.33,170.33,11.0,Current,0,0,2024,12,Non-Default,False,57,AL,Bachelor,Contract,16,86745,742,Rent,0,625,700-749,0-20%,10+ years,$0-10K,$75-100K
LN-00270,BRW-0222,2024-12-13,Vacation,13100.0,24,13.44,625.51,53.4,Late,15,0,2024,12,Late,False,49,MI,Associate,Full-Time,29,75328,570,Mortgage,1,2727,520-599,50-75%,10+ years,$10-20K,$75-100K
LN-00271,BRW-0223,2025-01-03,Auto Loan,20700.0,48,12.0,545.11,19.8,Paid Off,0,0,2025,1,Non-Default,False,63,UT,Doctorate,Part-Time,28,60734,730,Rent,1,456,700-749,0-20%,10+ years,$20-30K,$50-75K
LN-00272,BRW-0224,2024-07-23,Auto Loan,6100.0,48,10.48,156.12,42.8,Default,155,1,2024,7,Default,False,64,WA,Master,Full-Time,11,128412,610,Rent,1,4429,600-649,35-50%,10+ years,$0-10K,$100K+
LN-00273,BRW-0225,2024-02-18,Major Purchase,25700.0,24,7.93,1161.52,38.1,Current,0,0,2024,2,Non-Default,False,36,OR,Master,Self-Employed,13,138554,787,Mortgage,0,3236,750+,35-50%,10+ years,$20-30K,$100K+
LN-00274,BRW-0226,2024-12-11,Medical Expenses,43900.0,12,14.33,3948.47,177.4,Default,88,1,2024,12,Default,True,31,AZ,Associate,Retired,0,37737,582,Rent,2,1629,520-599,75%+,Retired,$30-50K,$30-50K
LN-00275,BRW-0227,2024-09-30,Business Loan,49700.0,36,11.21,1632.06,51.2,Late,15,0,2024,9,Late,False,23,TX,Associate,Full-Time,0,56840,758,Own,1,791,750+,50-75%,<2 years,$30-50K,$50-75K
LN-00276,BRW-0228,2024-04-23,Home Improvement,46500.0,48,12.61,1238.5,56.2,Late,0,0,2024,4,Late,False,35,AL,Master,Self-Employed,7,66623,683,Rent,2,1880,650-699,50-75%,5-9 years,$30-50K,$50-75K
LN-00277,BRW-0229,2024-04-30,Home Improvement,4000.0,12,7.24,346.55,55.6,Late,15,0,2024,4,Late,False,65,NC,Master,Full-Time,14,129782,816,Mortgage,0,5669,750+,50-75%,10+ years,$0-10K,$100K+
LN-00278,BRW-0229,2024-04-11,Auto Loan,38600.0,48,10.06,980.11,61.5,Default,123,1,2024,4,Default,False,65,NC,Master,Full-Time,14,129782,816,Mortgage,0,5669,750+,50-75%,10+ years,$30-50K,$100K+
LN-00279,BRW-0230,2024-01-07,Medical Expenses,8100.0,48,12.0,213.3,43.4,Current,0,0,2024,1,Non-Default,False,33,KY,Bachelor,Full-Time,10,72220,711,Rent,1,2396,700-749,35-50%,10+ years,$0-10K,$50-75K
LN-00280,BRW-0231,2024-09-08,Home Improvement,22300.0,48,8.94,554.3,25.8,Current,0,0,2024,9,Non-Default,False,48,MI,High School,Full-Time,7,48955,772,Rent,3,498,750+,20-35%,5-9 years,$20-30K,$30-50K
LN-00281,BRW-0232,2025-06-12,Major Purchase,21600.0,48,11.09,559.21,46.2,Current,0,0,2025,6,Non-Default,False,51,NC,Master,Part-Time,8,75699,820,Mortgage,0,2355,750+,35-50%,5-9 years,$20-30K,$75-100K
LN-00282,BRW-0233,2024-11-18,Debt Consolidation,26800.0,12,9.72,2352.66,31.1,Current,0,0,2024,11,Non-Default,False,50,MN,Master,Full-Time,1,116769,642,Mortgage,2,678,600-649,20-35%,<2 years,$20-30K,$100K+
LN-00283,BRW-0234,2025-06-16,Debt Consolidation,32800.0,60,6.69,644.69,36.3,Paid Off,0,0,2025,6,Non-Default,False,26,OK,High School,Self-Employed,1,47895,816,Mortgage,3,804,750+,35-50%,<2 years,$30-50K,$30-50K
LN-00284,BRW-0235,2024-10-13,Auto Loan,17100.0,36,7.04,528.31,60.7,Current,0,0,2024,10,Non-Default,False,22,SC,Associate,Full-Time,0,63656,780,Rent,0,2692,750+,50-75%,<2 years,$10-20K,$50-75K
LN-00285,BRW-0236,2024-12-19,Business Loan,32000.0,60,11.38,701.84,44.8,Current,0,0,2024,12,Non-Default,False,57,IN,Associate,Full-Time,19,50940,713,Mortgage,3,1201,700-749,35-50%,10+ years,$30-50K,$50-75K
LN-00286,BRW-0237,2024-05-09,Auto Loan,22300.0,48,11.48,581.57,49.1,Current,0,0,2024,5,Non-Default,False,68,MD,Bachelor,Contract,20,98934,729,Mortgage,3,3467,700-749,35-50%,10+ years,$20-30K,$75-100K
LN-00287,BRW-0238,2024-09-21,Auto Loan,24100.0,24,7.82,1088.0,72.2,Paid Off,0,0,2024,9,Non-Default,False,23,NJ,Associate,Retired,2,33693,738,Own,0,940,700-749,50-75%,Retired,$20-30K,$30-50K
LN-00288,BRW-0239,2024-12-28,Home Improvement,42400.0,36,11.95,1407.27,48.1,Default,61,1,2024,12,Default,False,37,CO,Bachelor,Self-Employed,15,84293,671,Rent,2,1969,650-699,35-50%,10+ years,$30-50K,$75-100K
LN-00289,BRW-0239,2024-08-29,Vacation,37400.0,48,10.51,957.75,41.7,Late,30,0,2024,8,Late,False,37,CO,Bachelor,Self-Employed,15,84293,671,Rent,2,1969,650-699,35-50%,10+ years,$30-50K,$75-100K
LN-00290,BRW-0240,2024-05-23,Moving,13200.0,36,8.17,414.68,57.1,Current,0,0,2024,5,Non-Default,False,68,MO,Master,Full-Time,11,116402,795,Rent,4,5127,750+,50-75%,10+ years,$10-20K,$100K+
LN-00291,BRW-0240,2024-05-30,Education,11200.0,36,9.02,356.26,56.5,Current,0,0,2024,5,Non-Default,False,68,MO,Master,Full-Time,11,116402,795,Rent,4,5127,750+,50-75%,10+ years,$10-20K,$100K+
LN-00292,BRW-0241,2025-02-16,Medical Expenses,22800.0,36,14.15,780.91,25.2,Current,0,0,2025,2,Non-Default,False,55,OR,High School,Contract,0,55670,554,Mortgage,2,389,520-599,20-35%,<2 years,$20-30K,$50-75K
LN-00293,BRW-0242,2025-03-02,Vacation,37700.0,48,9.64,949.66,70.0,Current,0,0,2025,3,Non-Default,False,31,WI,High School,Full-Time,10,35536,841,Rent,3,1124,750+,50-75%,10+ years,$30-50K,$30-50K
LN-00294,BRW-0243,2024-08-05,Medical Expenses,10400.0,60,7.41,207.95,65.5,Current,0,0,2024,8,Non-Default,False,23,MI,High School,Part-Time,2,12549,791,Mortgage,0,477,750+,50-75%,2-4 years,$10-20K,<$30K
LN-00295,BRW-0244,2024-10-23,Home Improvement,14200.0,12,12.28,1263.51,66.2,Default,69,1,2024,10,Default,False,65,OH,Bachelor,Retired,33,31222,574,Own,2,458,520-599,50-75%,Retired,$10-20K,$30-50K
LN-00296,BRW-0245,2024-05-26,Auto Loan,16600.0,48,7.86,404.16,49.6,Current,0,0,2024,5,Non-Default,False,44,SC,Associate,Full-Time,14,46634,737,Mortgage,0,1523,700-749,35-50%,10+ years,$10-20K,$30-50K
LN-00297,BRW-0246,2024-12-23,Auto Loan,41100.0,48,10.23,1046.95,50.9,Default,41,1,2024,12,Default,False,27,MO,Bachelor,Contract,6,89061,587,Mortgage,1,2733,520-599,50-75%,5-9 years,$30-50K,$75-100K
LN-00298,BRW-0246,2025-01-21,Major Purchase,16900.0,48,14.72,467.94,43.1,Late,0,0,2025,1,Late,False,27,MO,Bachelor,Contract,6,89061,587,Mortgage,1,2733,520-599,35-50%,5-9 years,$10-20K,$75-100K
LN-00299,BRW-0247,2024-11-29,Moving,31000.0,48,9.18,774.09,40.2,Default,134,1,2024,11,Default,False,66,UT,High School,Full-Time,6,37673,694,Rent,0,488,650-699,35-50%,5-9 years,$30-50K,$30-50K
LN-00300,BRW-0248,2024-03-31,Major Purchase,3800.0,48,14.21,104.24,16.1,Current,0,0,2024,3,Non-Default,False,66,MD,Master,Full-Time,17,58595,568,Rent,2,682,520-599,0-20%,10+ years,$0-10K,$50-75K
LN-00301,BRW-0249,2024-02-24,Auto Loan,5100.0,60,8.29,104.12,51.2,Paid Off,0,0,2024,2,Non-Default,False,42,MD,High School,Full-Time,2,27475,728,Mortgage,0,1069,700-749,50-75%,2-4 years,$0-10K,<$30K
LN-00302,BRW-0250,2024-10-08,Debt Consolidation,27200.0,24,14.71,1315.09,66.5,Paid Off,0,0,2024,10,Non-Default,False,46,AL,Bachelor,Full-Time,25,65089,606,Rent,0,2292,600-649,50-75%,10+ years,$20-30K,$50-75K
LN-00303,BRW-0251,2024-02-16,Vacation,12100.0,36,10.28,392.03,52.7,Late,15,0,2024,2,Late,False,44,WI,High School,Full-Time,19,51921,704,Rent,1,1889,700-749,50-75%,10+ years,$10-20K,$50-75K
LN-00304,BRW-0251,2024-04-03,Medical Expenses,35900.0,36,10.18,1161.43,70.5,Default,55,1,2024,4,Default,False,44,WI,High School,Full-Time,19,51921,704,Rent,1,1889,700-749,50-75%,10+ years,$30-50K,$50-75K
LN-00305,BRW-0252,2025-02-21,Auto Loan,9900.0,12,9.92,870.0,54.0,Paid Off,0,0,2025,2,Non-Default,False,23,WA,Bachelor,Self-Employed,2,69345,651,Mortgage,1,2252,650-699,50-75%,2-4 years,$0-10K,$50-75K
LN-00306,BRW-0253,2024-11-27,Debt Consolidation,5700.0,24,11.13,266.01,49.6,Late,15,0,2024,11,Late,False,64,IL,Bachelor,Self-Employed,4,59445,656,Own,1,2189,650-699,35-50%,2-4 years,$0-10K,$50-75K
LN-00307,BRW-0254,2025-05-31,Business Loan,30100.0,48,13.59,816.35,27.0,Current,0,0,2025,5,Non-Default,False,31,LA,Master,Full-Time,4,63742,537,Mortgage,0,617,520-599,20-35%,2-4 years,$30-50K,$50-75K
LN-00308,BRW-0255,2024-01-20,Major Purchase,2400.0,24,14.87,116.22,38.3,Default,180,1,2024,1,Default,False,33,MO,Bachelor,Part-Time,0,40311,582,Own,0,1172,520-599,35-50%,<2 years,$0-10K,$30-50K
LN-00309,BRW-0256,2025-02-20,Business Loan,33300.0,24,11.81,1564.59,34.3,Current,0,0,2025,2,Non-Default,False,42,GA,Master,Full-Time,17,90104,583,Rent,2,1012,520-599,20-35%,10+ years,$30-50K,$75-100K
LN-00310,BRW-0257,2025-03-09,Medical Expenses,23500.0,24,12.7,1113.92,71.2,Current,0,0,2025,3,Non-Default,False,46,NC,High School,Full-Time,2,31847,599,Own,1,775,520-599,50-75%,2-4 years,$20-30K,$30-50K
LN-00311,BRW-0258,2025-05-08,Wedding,32700.0,12,7.25,2833.19,85.7,Late,0,0,2025,5,Late,False,26,MA,Bachelor,Retired,4,51955,783,Mortgage,0,876,750+,75%+,Retired,$30-50K,$50-75K
LN-00312,BRW-0258,2024-06-14,Education,12200.0,60,8.36,249.48,26.0,Current,0,0,2024,6,Non-Default,False,26,MA,Bachelor,Retired,4,51955,783,Mortgage,0,876,750+,20-35%,Retired,$10-20K,$50-75K
LN-00313,BRW-0259,2024-08-03,Home Improvement,35000.0,36,12.84,1176.59,76.1,Late,30,0,2024,8,Late,False,47,OR,Associate,Part-Time,14,36601,693,Mortgage,3,1145,650-699,75%+,10+ years,$30-50K,$30-50K
LN-00314,BRW-0260,2024-11-25,Education,49000.0,48,10.83,1262.39,46.7,Current,0,0,2024,11,Non-Default,False,60,WA,High School,Full-Time,30,55744,632,Mortgage,4,909,600-649,35-50%,10+ years,$30-50K,$50-75K
LN-00315,BRW-0261,2024-01-10,Medical Expenses,2100.0,48,8.42,51.68,11.8,Paid Off,0,0,2024,1,Non-Default,False,66,KY,Bachelor,Retired,24,54293,696,Mortgage,1,483,650-699,0-20%,Retired,$0-10K,$50-75K
LN-00316,BRW-0262,2025-03-31,Major Purchase,13300.0,12,9.34,1165.2,96.6,Paid Off,0,0,2025,3,Non-Default,False,58,MA,High School,Retired,1,17239,801,Rent,3,222,750+,75%+,Retired,$10-20K,<$30K
LN-00317,BRW-0263,2025-01-14,Education,42300.0,12,7.97,3679.02,72.6,Current,0,0,2025,1,Non-Default,False,40,MI,Master,Full-Time,15,127340,759,Own,0,4025,750+,50-75%,10+ years,$30-50K,$100K+
LN-00318,BRW-0263,2024-11-06,Debt Consolidation,34700.0,36,8.31,1092.34,48.2,Paid Off,0,0,2024,11,Non-Default,False,40,MI,Master,Full-Time,15,127340,759,Own,0,4025,750+,35-50%,10+ years,$30-50K,$100K+
LN-00319,BRW-0264,2024-07-19,Debt Consolidation,40100.0,60,7.03,794.6,64.8,Current,0,0,2024,7,Non-Default,False,67,MO,Bachelor,Full-Time,30,69250,841,Mortgage,1,2944,750+,50-75%,10+ years,$30-50K,$50-75K
LN-00320,BRW-0264,2024-06-28,Auto Loan,25700.0,60,6.95,508.28,59.8,Default,62,1,2024,6,Default,False,67,MO,Bachelor,Full-Time,30,69250,841,Mortgage,1,2944,750+,50-75%,10+ years,$20-30K,$50-75K
LN-00321,BRW-0265,2024-10-07,Medical Expenses,29400.0,24,10.76,1367.0,38.8,Paid Off,0,0,2024,10,Non-Default,False,66,GA,Bachelor,Full-Time,5,102385,819,Own,2,1941,750+,35-50%,5-9 years,$20-30K,$100K+
LN-00322,BRW-0266,2025-03-13,Moving,32400.0,48,7.78,787.64,30.9,Late,15,0,2025,3,Late,False,63,AZ,Bachelor,Part-Time,21,44963,734,Rent,0,372,700-749,20-35%,10+ years,$30-50K,$30-50K
LN-00323,BRW-0267,2025-04-22,Major Purchase,21500.0,12,9.58,1885.99,68.1,Current,0,0,2025,4,Non-Default,False,36,WA,Bachelor,Full-Time,7,77637,829,Mortgage,1,2521,750+,50-75%,5-9 years,$20-30K,$75-100K
LN-00324,BRW-0267,2024-01-06,Business Loan,25600.0,60,8.43,524.36,47.1,Paid Off,0,0,2024,1,Non-Default,False,36,WA,Bachelor,Full-Time,7,77637,829,Mortgage,1,2521,750+,35-50%,5-9 years,$20-30K,$75-100K
LN-00325,BRW-0268,2024-07-20,Business Loan,22300.0,12,14.87,2011.39,109.3,Default,109,1,2024,7,Default,True,66,NY,Bachelor,Full-Time,18,42167,583,Mortgage,0,1828,520-599,75%+,10+ years,$20-30K,$30-50K
LN-00326,BRW-0268,2024-01-25,Home Improvement,6100.0,48,12.44,161.96,56.6,Current,0,0,2024,1,Non-Default,False,66,NY,Bachelor,Full-Time,18,42167,583,Mortgage,0,1828,520-599,50-75%,10+ years,$0-10K,$30-50K
LN-00327,BRW-0269,2025-06-16,Home Improvement,48000.0,12,10.76,4236.95,117.3,Late,15,0,2025,6,Late,True,31,FL,Associate,Full-Time,7,65633,801,Mortgage,1,2178,750+,75%+,5-9 years,$30-50K,$50-75K
LN-00328,BRW-0270,2024-02-04,Home Improvement,29700.0,12,15.86,2692.74,119.6,Default,46,1,2024,2,Default,True,42,MN,High School,Full-Time,10,47419,541,Mortgage,3,2034,520-599,75%+,10+ years,$20-30K,$30-50K
LN-00329,BRW-0271,2025-03-18,Debt Consolidation,22200.0,36,10.67,723.34,39.9,Default,44,1,2025,3,Default,False,37,WA,Bachelor,Part-Time,14,33944,743,Own,2,405,700-749,35-50%,10+ years,$20-30K,$30-50K
LN-00330,BRW-0272,2024-08-26,Auto Loan,21300.0,60,13.16,486.39,23.0,Late,0,0,2024,8,Late,False,64,WA,Bachelor,Full-Time,28,79780,636,Mortgage,0,1046,600-649,20-35%,10+ years,$20-30K,$75-100K
LN-00331,BRW-0273,2024-01-27,Vacation,44200.0,60,10.81,956.83,29.8,Current,0,0,2024,1,Non-Default,False,39,NJ,Master,Contract,17,59967,582,Own,0,534,520-599,20-35%,10+ years,$30-50K,$50-75K
LN-00332,BRW-0274,2024-05-09,Wedding,30500.0,24,10.36,1412.49,38.1,Current,0,0,2024,5,Non-Default,False,64,MD,Master,Full-Time,24,109435,850,Mortgage,0,2060,750+,35-50%,10+ years,$30-50K,$100K+
LN-00333,BRW-0275,2024-11-15,Vacation,7900.0,12,8.77,690.02,29.9,Late,0,0,2024,11,Late,False,51,NJ,Bachelor,Contract,5,85642,692,Rent,0,1446,650-699,20-35%,5-9 years,$0-10K,$75-100K
LN-00334,BRW-0276,2024-12-17,Wedding,39200.0,24,8.35,1779.17,69.4,Late,30,0,2024,12,Late,False,33,AZ,Bachelor,Full-Time,2,65383,840,Mortgage,0,2003,750+,50-75%,2-4 years,$30-50K,$50-75K
LN-00335,BRW-0277,2025-03-08,Medical Expenses,8800.0,60,14.04,204.94,33.4,Late,30,0,2025,3,Late,False,66,PA,Master,Retired,31,41677,615,Mortgage,1,956,600-649,20-35%,Retired,$0-10K,$30-50K
LN-00336,BRW-0278,2024-12-05,Home Improvement,28000.0,48,12.52,744.52,40.9,Current,0,0,2024,12,Non-Default,False,25,IN,Master,Retired,3,57707,629,Rent,2,1224,600-649,35-50%,Retired,$20-30K,$50-75K
LN-00337,BRW-0279,2024-01-04,Education,17200.0,12,12.86,1535.13,44.4,Current,0,0,2024,1,Non-Default,False,53,GA,Bachelor,Contract,1,71779,577,Rent,0,1121,520-599,35-50%,<2 years,$10-20K,$50-75K
LN-00338,BRW-0280,2025-01-19,Vacation,47700.0,36,10.99,1561.41,77.5,Paid Off,0,0,2025,1,Non-Default,False,56,MD,Associate,Self-Employed,35,55533,783,Mortgage,0,2024,750+,75%+,10+ years,$30-50K,$50-75K
